Ulasan,Rate,Label,case_folding,token,Normalisasi,Stopwords,Stemmer
"Barang yang saya terima sudah bekas pakai, ada bekas goresan di layar",1.0,negatif,barang yang saya terima sudah bekas pakai  ada bekas goresan di layar,"['barang', 'yang', 'saya', 'terima', 'sudah', 'bekas', 'pakai', 'ada', 'bekas', 'goresan', 'di', 'layar']","['barang', 'yang', 'saya', 'terima', 'sudah', 'bekas', 'pakai', 'ada', 'bekas', 'goresan', 'di', 'layar']","['barang', 'terima', 'bekas', 'pakai', 'bekas', 'goresan', 'layar']","['barang', 'terima', 'bekas', 'pakai', 'bekas', 'gores', 'layar']"
"Tombol power sering macet, susah untuk menyalakan ponsel",1.0,negatif,tombol power sering macet  susah untuk menyalakan ponsel,"['tombol', 'power', 'sering', 'macet', 'susah', 'untuk', 'menyalakan', 'ponsel']","['tombol', 'power', 'sering', 'macet', 'susah', 'untuk', 'menyalakan', 'ponsel']","['tombol', 'power', 'macet', 'susah', 'menyalakan', 'ponsel']","['tombol', 'power', 'macet', 'susah', 'nyala', 'ponsel']"
"Pengiriman tidak sesuai jadwal, lebih dari seminggu terlambat",2.0,negatif,pengiriman tidak sesuai jadwal  lebih dari seminggu terlambat,"['pengiriman', 'tidak', 'sesuai', 'jadwal', 'lebih', 'dari', 'seminggu', 'terlambat']","['pengiriman', 'tidak', 'sesuai', 'jadwal', 'lebih', 'dari', 'seminggu', 'terlambat']","['pengiriman', 'sesuai', 'jadwal', 'seminggu', 'terlambat']","['kirim', 'sesuai', 'jadwal', 'minggu', 'lambat']"
Produk tidak ada garansi,1.0,negatif,produk tidak ada garansi,"['produk', 'tidak', 'ada', 'garansi']","['produk', 'tidak', 'ada', 'garansi']","['produk', 'garansi']","['produk', 'garansi']"
Pengiriman sangat buruk,1.0,negatif,pengiriman sangat buruk,"['pengiriman', 'sangat', 'buruk']","['pengiriman', 'sangat', 'buruk']","['pengiriman', 'buruk']","['kirim', 'buruk']"
"Setelah 2 minggu digunakan, ponsel mulai sering mati sendir",1.0,negatif,setelah   minggu digunakan  ponsel mulai sering mati sendir,"['setelah', 'minggu', 'digunakan', 'ponsel', 'mulai', 'sering', 'mati', 'sendir']","['setelah', 'minggu', 'digunakan', 'ponsel', 'mulai', 'sering', 'mati', 'sendiri']","['minggu', 'ponsel', 'mati']","['minggu', 'ponsel', 'mati']"
"Pengiriman terlalu lama, barang baru sampai setelah lebih dari 7 har",2.0,negatif,pengiriman terlalu lama  barang baru sampai setelah lebih dari   har,"['pengiriman', 'terlalu', 'lama', 'barang', 'baru', 'sampai', 'setelah', 'lebih', 'dari', 'har']","['pengiriman', 'terlalu', 'lama', 'barang', 'baru', 'sampai', 'setelah', 'lebih', 'dari', 'hari']","['pengiriman', 'barang']","['kirim', 'barang']"
Ponsel tidak memiliki cukup ruang penyimpanan meskipun baru dibeli.,1.0,negatif,ponsel tidak memiliki cukup ruang penyimpanan meskipun baru dibeli ,"['ponsel', 'tidak', 'memiliki', 'cukup', 'ruang', 'penyimpanan', 'meskipun', 'baru', 'dibeli']","['ponsel', 'tidak', 'memiliki', 'cukup', 'ruang', 'penyimpanan', 'meskipun', 'baru', 'dibeli']","['ponsel', 'memiliki', 'ruang', 'penyimpanan', 'dibeli']","['ponsel', 'milik', 'ruang', 'simpan', 'beli']"
"Kualitas jangkauan sinyal sangat buruk, sering kehilangan sinya",1.0,negatif,kualitas jangkauan sinyal sangat buruk  sering kehilangan sinya,"['kualitas', 'jangkauan', 'sinyal', 'sangat', 'buruk', 'sering', 'kehilangan', 'sinya']","['kualitas', 'jangkauan', 'sinyal', 'sangat', 'buruk', 'sering', 'kehilangan', 'sinyal']","['kualitas', 'jangkauan', 'sinyal', 'buruk', 'kehilangan', 'sinyal']","['kualitas', 'jangkau', 'sinyal', 'buruk', 'hilang', 'sinyal']"
Produk yang saya terima berbeda dengan yang saya pesan.,1.0,negatif,produk yang saya terima berbeda dengan yang saya pesan ,"['produk', 'yang', 'saya', 'terima', 'berbeda', 'dengan', 'yang', 'saya', 'pesan']","['produk', 'yang', 'saya', 'terima', 'berbeda', 'dengan', 'yang', 'saya', 'pesan']","['produk', 'terima', 'berbeda', 'pesan']","['produk', 'terima', 'beda', 'pesan']"
"Tidak ada earphone dalam paket, padahal di deskripsi tercantum lengkap.",3.0,netral,tidak ada earphone dalam paket  padahal di deskripsi tercantum lengkap ,"['tidak', 'ada', 'earphone', 'dalam', 'paket', 'padahal', 'di', 'deskripsi', 'tercantum', 'lengkap']","['tidak', 'ada', 'earphone', 'dalam', 'paket', 'padahal', 'di', 'deskripsi', 'tercantum', 'lengkap']","['earphone', 'paket', 'deskripsi', 'tercantum', 'lengkap']","['earphone', 'paket', 'deskripsi', 'cantum', 'lengkap']"
Pengiriman sangat lambat,2.0,negatif,pengiriman sangat lambat,"['pengiriman', 'sangat', 'lambat']","['pengiriman', 'sangat', 'lambat']","['pengiriman', 'lambat']","['kirim', 'lambat']"
Ponsel sering ngelag,1.0,negatif,ponsel sering ngelag,"['ponsel', 'sering', 'ngelag']","['ponsel', 'sering', 'ngelag']","['ponsel', 'ngelag']","['ponsel', 'ngelag']"
Tidak ada dukungan untuk jaringan 5G seperti yang disebutkan dalam deskripsi.,2.0,negatif,tidak ada dukungan untuk jaringan  g seperti yang disebutkan dalam deskripsi ,"['tidak', 'ada', 'dukungan', 'untuk', 'jaringan', 'g', 'seperti', 'yang', 'disebutkan', 'dalam', 'deskripsi']","['tidak', 'ada', 'dukungan', 'untuk', 'jaringan', 'Tidak', 'seperti', 'yang', 'disebutkan', 'dalam', 'deskripsi']","['dukungan', 'jaringan', 'Tidak', 'deskripsi']","['dukung', 'jaring', 'tidak', 'deskripsi']"
tidak memiliki fitur yang dijanjikan,2.0,negatif,tidak memiliki fitur yang dijanjikan,"['tidak', 'memiliki', 'fitur', 'yang', 'dijanjikan']","['tidak', 'memiliki', 'fitur', 'yang', 'dijanjikan']","['memiliki', 'fitur', 'dijanjikan']","['milik', 'fitur', 'janji']"
Kualitas layar sangat buruk,1.0,negatif,kualitas layar sangat buruk,"['kualitas', 'layar', 'sangat', 'buruk']","['kualitas', 'layar', 'sangat', 'buruk']","['kualitas', 'layar', 'buruk']","['kualitas', 'layar', 'buruk']"
Ponsel mati total hanya setelah beberapa hari pemakaian.,1.0,negatif,ponsel mati total hanya setelah beberapa hari pemakaian ,"['ponsel', 'mati', 'total', 'hanya', 'setelah', 'beberapa', 'hari', 'pemakaian']","['ponsel', 'mati', 'total', 'hanya', 'setelah', 'beberapa', 'hari', 'pemakaian']","['ponsel', 'mati', 'total', 'pemakaian']","['ponsel', 'mati', 'total', 'pakai']"
"Ponsel datang dengan baterai yang sudah rusak, bahkan tidak bisa hidup.",1.0,negatif,ponsel datang dengan baterai yang sudah rusak  bahkan tidak bisa hidup ,"['ponsel', 'datang', 'dengan', 'baterai', 'yang', 'sudah', 'rusak', 'bahkan', 'tidak', 'bisa', 'hidup']","['ponsel', 'datang', 'dengan', 'baterai', 'yang', 'sudah', 'rusak', 'bahkan', 'tidak', 'bisa', 'hidup']","['ponsel', 'baterai', 'rusak', 'hidup']","['ponsel', 'baterai', 'rusak', 'hidup']"
Tidak bisa melakukan panggilan telepon karena kualitas sinyal yang buruk.,1.0,negatif,tidak bisa melakukan panggilan telepon karena kualitas sinyal yang buruk ,"['tidak', 'bisa', 'melakukan', 'panggilan', 'telepon', 'karena', 'kualitas', 'sinyal', 'yang', 'buruk']","['tidak', 'bisa', 'melakukan', 'panggilan', 'telepon', 'karena', 'kualitas', 'sinyal', 'yang', 'buruk']","['panggilan', 'telepon', 'kualitas', 'sinyal', 'buruk']","['panggil', 'telepon', 'kualitas', 'sinyal', 'buruk']"
"Ponsel saya tiba dengan masalah perangkat keras, seperti tombol yang tidak berfungsi.",1.0,negatif,ponsel saya tiba dengan masalah perangkat keras  seperti tombol yang tidak berfungsi ,"['ponsel', 'saya', 'tiba', 'dengan', 'masalah', 'perangkat', 'keras', 'seperti', 'tombol', 'yang', 'tidak', 'berfungsi']","['ponsel', 'saya', 'tiba', 'dengan', 'masalah', 'perangkat', 'keras', 'seperti', 'tombol', 'yang', 'tidak', 'berfungsi']","['ponsel', 'perangkat', 'keras', 'tombol', 'berfungsi']","['ponsel', 'perangkat', 'keras', 'tombol', 'fungsi']"
"Harga terlalu mahal untuk kualitas yang ditawarkan, sangat kecewa.",1.0,negatif,harga terlalu mahal untuk kualitas yang ditawarkan  sangat kecewa ,"['harga', 'terlalu', 'mahal', 'untuk', 'kualitas', 'yang', 'ditawarkan', 'sangat', 'kecewa']","['harga', 'terlalu', 'mahal', 'untuk', 'kualitas', 'yang', 'ditawarkan', 'sangat', 'kecewa']","['harga', 'mahal', 'kualitas', 'ditawarkan', 'kecewa']","['harga', 'mahal', 'kualitas', 'tawar', 'kecewa']"
Kamera belakang sangat buruk,2.0,negatif,kamera belakang sangat buruk,"['kamera', 'belakang', 'sangat', 'buruk']","['kamera', 'belakang', 'sangat', 'buruk']","['kamera', 'buruk']","['kamera', 'buruk']"
"Fitur pengisian cepat tidak berfungsi, pengisian daya sangat lama.",1.0,negatif,fitur pengisian cepat tidak berfungsi  pengisian daya sangat lama ,"['fitur', 'pengisian', 'cepat', 'tidak', 'berfungsi', 'pengisian', 'daya', 'sangat', 'lama']","['fitur', 'pengisian', 'cepat', 'tidak', 'berfungsi', 'pengisian', 'daya', 'sangat', 'lama']","['fitur', 'pengisian', 'cepat', 'berfungsi', 'pengisian', 'daya']","['fitur', 'isi', 'cepat', 'fungsi', 'isi', 'daya']"
"Tidak ada aksesoris tambahan dalam paket, sangat kecewa karena dijanjikan lengkap.",2.0,negatif,tidak ada aksesoris tambahan dalam paket  sangat kecewa karena dijanjikan lengkap ,"['tidak', 'ada', 'aksesoris', 'tambahan', 'dalam', 'paket', 'sangat', 'kecewa', 'karena', 'dijanjikan', 'lengkap']","['tidak', 'ada', 'aksesoris', 'tambahan', 'dalam', 'paket', 'sangat', 'kecewa', 'karena', 'dijanjikan', 'lengkap']","['aksesoris', 'tambahan', 'paket', 'kecewa', 'dijanjikan', 'lengkap']","['aksesoris', 'tambah', 'paket', 'kecewa', 'janji', 'lengkap']"
Saya merasa tertipu dengan iklan,1.0,negatif,saya merasa tertipu dengan iklan,"['saya', 'merasa', 'tertipu', 'dengan', 'iklan']","['saya', 'merasa', 'tertipu', 'dengan', 'iklan']","['tertipu', 'iklan']","['tipu', 'iklan']"
"Saya membeli ponsel ini karena spesifikasinya, tapi performa sangat jauh dari harapan.",1.0,negatif,saya membeli ponsel ini karena spesifikasinya  tapi performa sangat jauh dari harapan ,"['saya', 'membeli', 'ponsel', 'ini', 'karena', 'spesifikasinya', 'tapi', 'performa', 'sangat', 'jauh', 'dari', 'harapan']","['saya', 'membeli', 'ponsel', 'ini', 'karena', 'spesifikasinya', 'tetapi', 'performa', 'sangat', 'jauh', 'dari', 'harapan']","['membeli', 'ponsel', 'spesifikasinya', 'performa', 'harapan']","['beli', 'ponsel', 'spesifikasi', 'performa', 'harap']"
"Ponsel sangat tidak responsif, selalu lag saat membuka aplikasi atau menjelajah menu.",1.0,negatif,ponsel sangat tidak responsif  selalu lag saat membuka aplikasi atau menjelajah menu ,"['ponsel', 'sangat', 'tidak', 'responsif', 'selalu', 'lag', 'saat', 'membuka', 'aplikasi', 'atau', 'menjelajah', 'menu']","['ponsel', 'sangat', 'tidak', 'responsif', 'selalu', 'lag', 'saat', 'membuka', 'aplikasi', 'atau', 'menjelajah', 'menu']","['ponsel', 'responsif', 'lag', 'membuka', 'aplikasi', 'menjelajah', 'menu']","['ponsel', 'responsif', 'lag', 'buka', 'aplikasi', 'jelajah', 'menu']"
paket tiba dengan kondisi bungkusan yang rusak dan kotak penyok.,2.0,negatif,paket tiba dengan kondisi bungkusan yang rusak dan kotak penyok ,"['paket', 'tiba', 'dengan', 'kondisi', 'bungkusan', 'yang', 'rusak', 'dan', 'kotak', 'penyok']","['paket', 'tiba', 'dengan', 'kondisi', 'bungkusan', 'yang', 'rusak', 'dan', 'kotak', 'penyok']","['paket', 'kondisi', 'bungkusan', 'rusak', 'kotak', 'penyok']","['paket', 'kondisi', 'bungkus', 'rusak', 'kotak', 'penyok']"
sangat mengecewakan.,1.0,negatif,sangat mengecewakan ,"['sangat', 'mengecewakan']","['sangat', 'mengecewakan']",['mengecewakan'],['kecewa']
"Ponsel cepat panas saat digunakan, tidak nyaman digunakan dalam waktu lama.",3.0,netral,ponsel cepat panas saat digunakan  tidak nyaman digunakan dalam waktu lama ,"['ponsel', 'cepat', 'panas', 'saat', 'digunakan', 'tidak', 'nyaman', 'digunakan', 'dalam', 'waktu', 'lama']","['ponsel', 'cepat', 'panas', 'saat', 'digunakan', 'tidak', 'nyaman', 'digunakan', 'dalam', 'waktu', 'lama']","['ponsel', 'cepat', 'panas', 'nyaman']","['ponsel', 'cepat', 'panas', 'nyaman']"
Ponsel sering restart sendiri tanpa sebab yang jelas,1.0,negatif,ponsel sering restart sendiri tanpa sebab yang jelas,"['ponsel', 'sering', 'restart', 'sendiri', 'tanpa', 'sebab', 'yang', 'jelas']","['ponsel', 'sering', 'restart', 'sendiri', 'tanpa', 'sebab', 'yang', 'jelas']","['ponsel', 'restart']","['ponsel', 'restart']"
"Fitur fingerprint sensor sering gagal, sangat tidak responsif.",1.0,negatif,fitur fingerprint sensor sering gagal  sangat tidak responsif ,"['fitur', 'fingerprint', 'sensor', 'sering', 'gagal', 'sangat', 'tidak', 'responsif']","['fitur', 'fingerprint', 'sensor', 'sering', 'gagal', 'sangat', 'tidak', 'responsif']","['fitur', 'fingerprint', 'sensor', 'gagal', 'responsif']","['fitur', 'fingerprint', 'sensor', 'gagal', 'responsif']"
kualitasnya sangat buruk.,1.0,negatif,kualitasnya sangat buruk ,"['kualitasnya', 'sangat', 'buruk']","['kualitasnya', 'sangat', 'buruk']","['kualitasnya', 'buruk']","['kualitas', 'buruk']"
"Fitur pengunci sidik jari sangat tidak responsif, sering gagal.",1.0,negatif,fitur pengunci sidik jari sangat tidak responsif  sering gagal ,"['fitur', 'pengunci', 'sidik', 'jari', 'sangat', 'tidak', 'responsif', 'sering', 'gagal']","['fitur', 'pengunci', 'sidik', 'jari', 'sangat', 'tidak', 'responsif', 'sering', 'gagal']","['fitur', 'pengunci', 'sidik', 'jari', 'responsif', 'gagal']","['fitur', 'kunci', 'sidik', 'jari', 'responsif', 'gagal']"
Ponsel Oppo yang saya terima tidak bisa menyala sama sekali,1.0,negatif,ponsel oppo yang saya terima tidak bisa menyala sama sekali,"['ponsel', 'oppo', 'yang', 'saya', 'terima', 'tidak', 'bisa', 'menyala', 'sama', 'sekali']","['ponsel', 'oppo', 'yang', 'saya', 'terima', 'tidak', 'bisa', 'menyala', 'sama', 'sekali']","['ponsel', 'oppo', 'terima', 'menyala']","['ponsel', 'oppo', 'terima', 'nyala']"
Kualitas speaker sangat rendah,1.0,negatif,kualitas speaker sangat rendah,"['kualitas', 'speaker', 'sangat', 'rendah']","['kualitas', 'speaker', 'sangat', 'rendah']","['kualitas', 'speaker', 'rendah']","['kualitas', 'speaker', 'rendah']"
Paket saya terlambat datang,1.0,negatif,paket saya terlambat datang,"['paket', 'saya', 'terlambat', 'datang']","['paket', 'saya', 'terlambat', 'datang']","['paket', 'terlambat']","['paket', 'lambat']"
"Kurir tidak mengantarkan paket ke alamat yang benar, harus menunggu lebih lama.",2.0,negatif,kurir tidak mengantarkan paket ke alamat yang benar  harus menunggu lebih lama ,"['kurir', 'tidak', 'mengantarkan', 'paket', 'ke', 'alamat', 'yang', 'benar', 'harus', 'menunggu', 'lebih', 'lama']","['kurir', 'tidak', 'mengantarkan', 'paket', 'ke', 'alamat', 'yang', 'benar', 'harus', 'menunggu', 'lebih', 'lama']","['kurir', 'mengantarkan', 'paket', 'alamat', 'menunggu']","['kurir', 'antar', 'paket', 'alamat', 'tunggu']"
"Barang sesuai deskripsi, namun pengirimannya sedikit lambat.",3.0,netral,barang sesuai deskripsi  namun pengirimannya sedikit lambat ,"['barang', 'sesuai', 'deskripsi', 'namun', 'pengirimannya', 'sedikit', 'lambat']","['barang', 'sesuai', 'deskripsi', 'namun', 'pengirimannya', 'sedikit', 'lambat']","['barang', 'sesuai', 'deskripsi', 'pengirimannya', 'lambat']","['barang', 'sesuai', 'deskripsi', 'kirim', 'lambat']"
"Pengemasan bagus, namun ada sedikit lecet pada layar.",3.0,netral,pengemasan bagus  namun ada sedikit lecet pada layar ,"['pengemasan', 'bagus', 'namun', 'ada', 'sedikit', 'lecet', 'pada', 'layar']","['pengemasan', 'bagus', 'namun', 'ada', 'sedikit', 'lecet', 'pada', 'layar']","['pengemasan', 'bagus', 'lecet', 'layar']","['emas', 'bagus', 'lecet', 'layar']"
"Memuaskan secara keseluruhan, namun kualitas audio kurang jernih.",2.0,negatif,memuaskan secara keseluruhan  namun kualitas audio kurang jernih ,"['memuaskan', 'secara', 'keseluruhan', 'namun', 'kualitas', 'audio', 'kurang', 'jernih']","['memuaskan', 'secara', 'keseluruhan', 'namun', 'kualitas', 'audio', 'kurang', 'jernih']","['memuaskan', 'kualitas', 'audio', 'jernih']","['muas', 'kualitas', 'audio', 'jernih']"
"Ponsel sesuai dengan gambar, tapi performanya biasa saja.",3.0,netral,ponsel sesuai dengan gambar  tapi performanya biasa saja ,"['ponsel', 'sesuai', 'dengan', 'gambar', 'tapi', 'performanya', 'biasa', 'saja']","['ponsel', 'sesuai', 'dengan', 'gambar', 'tetapi', 'performanya', 'biasa', 'saja']","['ponsel', 'sesuai', 'gambar', 'performanya']","['ponsel', 'sesuai', 'gambar', 'performa']"
"Dikirim dengan cepat, namun kualitas kamera belum sesuai harapan.",1.0,negatif,dikirim dengan cepat  namun kualitas kamera belum sesuai harapan ,"['dikirim', 'dengan', 'cepat', 'namun', 'kualitas', 'kamera', 'belum', 'sesuai', 'harapan']","['dikirim', 'dengan', 'cepat', 'namun', 'kualitas', 'kamera', 'belum', 'sesuai', 'harapan']","['dikirim', 'cepat', 'kualitas', 'kamera', 'sesuai', 'harapan']","['kirim', 'cepat', 'kualitas', 'kamera', 'sesuai', 'harap']"
"Desain HP cukup menarik, namun proses pengisian daya lumayan lama.",3.0,netral,desain hp cukup menarik  namun proses pengisian daya lumayan lama ,"['desain', 'hp', 'cukup', 'menarik', 'namun', 'proses', 'pengisian', 'daya', 'lumayan', 'lama']","['desain', 'hp', 'cukup', 'menarik', 'namun', 'proses', 'pengisian', 'daya', 'lumayan', 'lama']","['desain', 'hp', 'menarik', 'proses', 'pengisian', 'daya', 'lumayan']","['desain', 'hp', 'tarik', 'proses', 'isi', 'daya', 'lumayan']"
"Ponsel berfungsi dengan baik, tetapi packagingnya kurang rapih.",3.0,netral,ponsel berfungsi dengan baik  tetapi packagingnya kurang rapih ,"['ponsel', 'berfungsi', 'dengan', 'baik', 'tetapi', 'packagingnya', 'kurang', 'rapih']","['ponsel', 'berfungsi', 'dengan', 'baik', 'tetapi', 'packagingnya', 'kurang', 'rapih']","['ponsel', 'berfungsi', 'packagingnya', 'rapih']","['ponsel', 'fungsi', 'packagingnya', 'rapih']"
"pengiriman cepat, namun baterainya terasa cepat habis jika digunakan intensif.",2.0,negatif,pengiriman cepat  namun baterainya terasa cepat habis jika digunakan intensif ,"['pengiriman', 'cepat', 'namun', 'baterainya', 'terasa', 'cepat', 'habis', 'jika', 'digunakan', 'intensif']","['pengiriman', 'cepat', 'namun', 'baterainya', 'terasa', 'cepat', 'habis', 'jika', 'digunakan', 'intensif']","['pengiriman', 'cepat', 'baterainya', 'cepat', 'habis', 'intensif']","['kirim', 'cepat', 'baterai', 'cepat', 'habis', 'intensif']"
"Ponsel ini cukup memadai, tetapi ada beberapa aplikasi yang berjalan lambat.",3.0,netral,ponsel ini cukup memadai  tetapi ada beberapa aplikasi yang berjalan lambat ,"['ponsel', 'ini', 'cukup', 'memadai', 'tetapi', 'ada', 'beberapa', 'aplikasi', 'yang', 'berjalan', 'lambat']","['ponsel', 'ini', 'cukup', 'memadai', 'tetapi', 'ada', 'beberapa', 'aplikasi', 'yang', 'berjalan', 'lambat']","['ponsel', 'memadai', 'aplikasi', 'berjalan', 'lambat']","['ponsel', 'pada', 'aplikasi', 'jalan', 'lambat']"
Cukup oke,3.0,netral,cukup oke,"['cukup', 'oke']","['cukup', 'oke']",[],[]
Desain keren,3.0,netral,desain keren,"['desain', 'keren']","['desain', 'keren']","['desain', 'keren']","['desain', 'keren']"
Performanya cukup memadai,3.0,netral,performanya cukup memadai,"['performanya', 'cukup', 'memadai']","['performanya', 'cukup', 'memadai']","['performanya', 'memadai']","['performa', 'pada']"
"Ponsel bekerja normal, namun kualitas kamera depan sedikit kurang tajam.",3.0,netral,ponsel bekerja normal  namun kualitas kamera depan sedikit kurang tajam ,"['ponsel', 'bekerja', 'normal', 'namun', 'kualitas', 'kamera', 'depan', 'sedikit', 'kurang', 'tajam']","['ponsel', 'bekerja', 'normal', 'namun', 'kualitas', 'kamera', 'depan', 'sedikit', 'kurang', 'tajam']","['ponsel', 'normal', 'kualitas', 'kamera', 'tajam']","['ponsel', 'normal', 'kualitas', 'kamera', 'tajam']"
"Barang sesuai dengan deskripsi, tapi pengiriman agak lama.",3.0,netral,barang sesuai dengan deskripsi  tapi pengiriman agak lama ,"['barang', 'sesuai', 'dengan', 'deskripsi', 'tapi', 'pengiriman', 'agak', 'lama']","['barang', 'sesuai', 'dengan', 'deskripsi', 'tetapi', 'pengiriman', 'agak', 'lama']","['barang', 'sesuai', 'deskripsi', 'pengiriman']","['barang', 'sesuai', 'deskripsi', 'kirim']"
Ponsel ini cukup memadai,3.0,netral,ponsel ini cukup memadai,"['ponsel', 'ini', 'cukup', 'memadai']","['ponsel', 'ini', 'cukup', 'memadai']","['ponsel', 'memadai']","['ponsel', 'pada']"
Pengalaman menggunakan ponsel ini cukup baik,3.0,netral,pengalaman menggunakan ponsel ini cukup baik,"['pengalaman', 'menggunakan', 'ponsel', 'ini', 'cukup', 'baik']","['pengalaman', 'menggunakan', 'ponsel', 'ini', 'cukup', 'baik']","['pengalaman', 'ponsel']","['alam', 'ponsel']"
Barang sesuai deskripsi,3.0,netral,barang sesuai deskripsi,"['barang', 'sesuai', 'deskripsi']","['barang', 'sesuai', 'deskripsi']","['barang', 'sesuai', 'deskripsi']","['barang', 'sesuai', 'deskripsi']"
"Pengiriman cepat, tetapi beberapa aplikasi pre-installed kurang berguna.",3.0,netral,pengiriman cepat  tetapi beberapa aplikasi pre installed kurang berguna ,"['pengiriman', 'cepat', 'tetapi', 'beberapa', 'aplikasi', 'pre', 'installed', 'kurang', 'berguna']","['pengiriman', 'cepat', 'tetapi', 'beberapa', 'aplikasi', 'pre', 'installed', 'kurang', 'berguna']","['pengiriman', 'cepat', 'aplikasi', 'pre', 'installed', 'berguna']","['kirim', 'cepat', 'aplikasi', 'pre', 'installed', 'guna']"
